rho_c_0,q,A_vec,m,target
3.5039145765546262,2.884881711628112,1.8939139330387769,1.2048708371444197,-15.889172010615336
1.3622015544138466,2.1443479215127166,4.775519317972012,1.7544492060809778,-7.950902534202632
2.430091340792663,4.687486452086991,1.4899927207993806,3.8708340608148544,-4.384723542626315
4.065639621440417,2.5267086012479427,2.39351113735196,4.227384615718907,-5.816312454456187
2.4763092727873817,2.8417482098695976,4.396030279166951,3.959137621809576,-7.8135888646734895
4.263222059616782,1.8651569061252185,1.3709063958623036,4.645384851114928,-2.346601966985049
1.6151740351645576,3.9806050349343183,2.340683926071724,2.1483453402352364,-7.004983086313263
4.680529184884717,4.192678755981609,1.908725615673436,3.5995037940755576,-10.406086023810408
3.061017659602167,2.5095512640631097,4.184533746759668,4.647958226092261,-6.9158691118663445
4.201763473555191,3.655590794126722,3.6888754783025375,3.0210871116374527,-18.755123300165828
4.472373028132994,4.975701918640727,1.600802588462649,3.0270926036715897,-11.768048392551892
2.3080830833169803,1.99492799850653,2.4259267909900952,3.6079277697052814,-3.095982661423667
2.9266841469377423,1.0997941473084132,2.5917371511147445,1.3988923718667818,-5.963399594755678
1.6939384398592292,3.99205141380255,3.474178201233623,2.5650569101416814,-9.159016369402597
3.669528231608572,3.0641131033034736,3.5930544391295065,4.126718228797866,-9.789804210857818
3.5336076963004066,3.832132712893314,1.7292615103904752,2.427091197185105,-9.647914656959076
3.5946477304149287,4.080024643995479,3.176848390001493,2.8210659936007443,-16.515904633169722
3.230094438676856,1.590435149082008,3.680774131825239,3.1671975456047434,-5.970286894879568
4.0031537806643485,4.22857614369484,1.031451659676948,4.4295412443582265,-3.941727145952616
2.36014757153734,4.000938468803547,2.620478124220207,1.9472754515019628,-12.707326263296096
4.171682759746476,4.246516412933199,3.1265153967370565,1.2895577718268316,-42.950067444886905
4.412319134161964,1.008571478635362,4.354160711538593,3.4977617364030604,-5.5397202185267815
3.3298964322848863,4.153325080108512,2.708034452020513,3.2246807839289326,-11.61432852242007
2.944195222500157,3.9916589912602896,3.345364231035306,3.209017415741298,-12.25155942653435
3.0402735967618035,3.707831298537388,4.536491060767752,2.061247432955132,-24.80976014437219
1.074650250034197,1.2360430100473567,4.007419158614379,3.840307800119866,-1.386115636556628
4.544425671338102,2.283619084546804,4.635426594877704,3.655789865698005,-13.158644434929233
3.689203018133454,1.5430326529325438,3.69592144012682,1.0901178560719882,-19.29998403209987
2.193363139502029,1.3441275537249644,4.182308059065104,1.9381057485094368,-6.361940069899308
3.4409481886535085,3.359478639796214,2.1802003909678938,4.549825040027439,-5.539259792696189
1.652647749555297,1.9662687730119632,4.416789433008528,1.6016741552561111,-8.960984083636768
4.112259164339717,4.808221186170772,3.6650654682286574,3.7981392588963567,-19.079885646729128
2.244792477899636,2.020674592031413,1.8419589742005509,2.5838133541716863,-3.2336379533633903
3.745894572407784,3.5629953944401245,2.344673091888437,3.496007136308556,-8.951190500560264
2.8481696268495966,2.898658944447633,2.219979764449751,2.0506445732934484,-8.937613970277377
2.2971357628441704,4.153077004401147,4.810273154695649,3.214912794655456,-14.274377849251673
1.7249119937987143,3.9153181966491575,4.2717981769158975,3.4608803308164484,-8.336008488033686
3.660806030992977,3.2114922606272365,4.844857673664404,1.9882124638541985,-28.64849614863776
1.131749993192225,1.4823046020329054,3.206622545499431,3.643133664456909,-1.4765926206541662
2.6109169330467594,1.7512333214853897,4.576107158681812,1.6688995961542283,-12.537271858484926
4.785059801563863,1.8626460669129232,4.404556804856423,3.133833520149908,-12.526911329132943
4.569717584598652,4.24908590469885,2.9842855021278507,4.494269099605046,-12.893361771592147
1.3537849719939454,2.164817303364453,2.4939190018885866,1.236883877958688,-5.909141025714753
3.740258538990604,2.406505153984214,1.397920842228153,3.5776916391348768,-3.516965379587237
1.0100393228422615,1.919408022147556,4.795018450007548,3.5434518247717235,-2.623429136155992
1.1870769833415498,4.124645134648283,2.06380311145298,3.1969993786617468,-3.1607575587065555
1.7881475160307412,1.876991056949568,2.7583508824349727,2.761140699894719,-3.3529457008290984
3.71153897132554,3.5739189949734933,1.1456347608663369,3.1791516837028637,-4.7800634653908345
3.20346166088831,2.831919019987945,2.525205726992588,1.147044145797489,-19.97179014081581
4.619449968763706,2.5607696778154456,3.971098558886199,1.7684822489432084,-26.562610098756103
4.722774066704611,4.9035687983527945,1.5249113913145869,2.6882154209008418,-13.136811956161791
3.7444400611302417,3.970577545168666,2.2721753399443023,3.823661238593133,-8.834927679140677
4.202252506343296,1.5734779855258003,3.2820356032105846,1.5657854093626131,-13.859701028685556
3.766092160175461,4.1624388845404265,3.566538783586259,1.4327069193743882,-39.023696569293634
1.711035173770481,1.2315442398147252,3.5965361150756774,1.9352568318836287,-3.9161089978618495
2.3175163720528262,4.849738951769504,4.137618244345432,3.737179409337632,-12.443645895706425
3.3792629410404564,3.887402426699285,4.968198559617685,1.181114813212251,-55.25712884801592
4.14198729534565,2.078352724946789,2.14006975920553,1.4134230613139442,-13.034181818968456
4.088648531577313,1.1130129296251372,2.791513277106417,1.4732847438256629,-8.622495868350622
1.5481621966742989,3.5303140765261984,4.823068796724803,3.334027400191363,-7.906496718771964
4.144621437350638,4.395759436501146,1.3966522096552751,1.4648171177002358,-17.37095328781276
4.491105646981639,4.744772861910876,3.9577534020623824,3.8540981177797713,-21.88238539188426
2.906778941319573,4.5169048782914185,2.29036510631144,3.0829828617112383,-9.75408550074183
2.171514052354889,1.434715138257955,1.1246236200253938,2.7675229405050707,-1.266030871761343
1.3434503134618168,4.286580388501212,4.3843753815674935,4.392521169109132,-5.7481282450440165
4.456887519578507,3.946682699396513,4.727344148821723,2.433747235845924,-34.16690454233586
3.5921390027175626,4.045736459475602,1.19466095589224,3.004427226625788,-5.778747312648723
3.301487065295289,2.021958412053738,2.5996804173917063,4.709103602046845,-3.68522099254422
2.490363234484228,3.5479802747093503,2.0514191580203622,4.855441159792866,-3.733099833751369
4.314492060385922,4.792086679921427,1.6239070918908909,2.85762100756002,-11.749270098632572
3.452566488148064,2.950881898200948,2.388831196797536,3.3810580601002944,-7.198246463271659
3.6799254040447367,4.957685917342482,4.269572576300397,2.004610941188047,-38.85727389957154
2.9931685440151723,4.795949265372203,2.8035130621973234,3.939901453496315,-10.214637935262337
2.2082662357190377,3.6491594573378654,2.372289544904388,3.8204874838631766,-5.003722161582793
1.6327321012203837,3.220536199089381,1.5902625706191689,4.368124719344454,-1.9143305224782927
2.40465413861421,2.343789670787252,2.4567893925867947,2.507786178720957,-5.52139325563045
4.723035411352174,1.2750203633415462,3.598709839307292,2.4771256069125696,-8.748571089735618
3.3772320889641385,2.547290360983937,4.201941114544304,2.534582433681101,-14.262081066837226
2.077393102787021,4.25794423900758,4.2107101462423975,1.5867073149600408,-23.473463699881567
2.4065377158455497,4.980985370662364,1.328565974055928,4.794693092898494,-3.3214693625396903
3.680307103390148,4.315652870523472,4.008536969270106,1.9671002670672657,-32.366069383472
1.1516002846015283,1.5433083262371277,3.7128932572347777,3.5070908567495023,-1.881567961291948
4.257453223743466,2.6001776417376665,4.634814454862647,3.748739029226472,-13.686741020538822
1.556088854392542,4.032622023229389,2.6333491504107203,3.714655339533087,-4.448481926050389
1.9567686480810167,3.232170551029022,2.205241905459974,1.7062104678241612,-8.174428225366816
4.762186681549773,4.763179891493353,4.4153948656129804,4.94965503686673,-20.23475806477473
2.2299201706891902,4.04840901419461,2.735880669283061,2.762944597337774,-8.939200400672867
1.7528693805892637,2.3750341598663773,2.2101293257913226,3.5803094499525665,-2.5699018532553484
3.49702632212579,4.329001461299135,4.238896303986085,4.273302225221697,-15.016745387726948
2.1270854688914467,2.5382654216080187,1.735569730005675,1.185772947920778,-7.902463581175589
4.215726009488287,2.840890071252082,4.475853914631187,2.99012158237378,-17.92725771848918
4.831209647741933,2.88588752884493,1.9288278382169133,4.164002312392922,-6.458293661987324
1.658886804070324,2.310790526488544,3.2130906997565494,4.75991515702211,-2.5876236050203683
1.5502421102140138,2.7699914009667337,1.8770151318400337,1.3819399667576735,-5.832524170439871
4.355397139791158,1.5182200000112729,1.8166596242653057,2.473323011174592,-4.856855646327033
2.5909690052810848,2.340444882502129,2.7609192478068856,3.7844740252658458,-4.423935753568961
4.945147469812059,4.576515705287124,1.0717978793281904,1.975304859155678,-12.2798472799749
4.319143381406302,1.571710600714956,1.143894408011758,1.9454148896704564,-3.9915714276212864
2.8018814303222057,3.889263066043468,3.1386010494146426,4.786407617232424,-7.14567906814762
1.1956226790568278,1.4794248123444875,3.602884460415788,1.9485706271913816,-3.270553260768661
4.975023358972491,1.624608688306314,2.7960120455190283,2.7464906188163383,-8.228199515344947
3.010847965252833,2.688990264193289,3.660016627749573,2.4145850095641417,-12.272092335152587
4.4789094615177785,1.9448202669671708,4.942387616743005,2.8426646652397136,-15.144778530139108
1.8473205660313687,2.9800102658261443,1.441038816693012,2.8573160874247456,-2.7763704820388284
1.25387547945044,3.789484323139712,3.7423276365054767,4.180371609537672,-4.253646955247634
4.938165790185545,4.93475257695872,4.015333972941958,4.243208993648088,-23.059946714375787
3.1069177389280016,3.6603342452986,3.4279809627922413,1.1445060280556136,-34.06205271425255
2.840865575702201,1.6430997924677238,1.265280352221565,4.217922446517044,-1.400241029102761
4.960156448671716,2.8234039249885665,2.6175174145310898,4.48780007449226,-8.168164344988861
4.334794615412438,1.0210881571413513,4.365235246978432,1.974962911801472,-9.783189666908244
4.384965610092219,4.7485568994621445,1.3952156396756394,4.270146120475609,-6.803406762754738
1.9704593113966604,2.336141636556724,2.634710941192342,4.558704107246458,-2.660469055470616
3.582894761933304,4.812297146212946,4.1969886491376345,4.575049982385924,-15.817157518405134
4.03523674161057,2.615238540656553,3.343767327255411,1.5619490627268586,-22.59173109447668
3.8597860539793416,3.5355171717455427,3.656907315294332,2.854380075764761,-17.483095728094554
3.0179060130826167,3.507136318742634,3.943693497295615,3.6453745637213286,-11.45036557594591
4.530289665492369,2.2495932677637835,1.5022975528786593,1.4887882199352611,-10.283785541416815
3.418101280071036,2.467680178110257,1.2293161370165042,2.8403567442484485,-3.6506020381573294
1.6150541255651585,3.3318810544782638,1.5365579550238193,2.241763251854936,-3.6883809493041246
3.0241867765260566,3.585237843864032,2.623445770098228,1.2847858080298629,-22.13950683460456
1.5095533543417643,4.692064938913581,1.253946291825781,4.47869297950632,-1.9830795007470696
4.45859054759897,1.175846531124192,4.397620618136369,2.09684141911198,-10.995130965631173
1.4672459944074738,4.564461351200494,3.1074904899856217,3.83482033702128,-5.426967903017502
4.616385868820207,2.91056132096576,1.3577869591988192,4.088056986009439,-4.462657415696417
3.281300538788417,1.8188138838049333,2.222815582056357,4.216511161375763,-3.1461863957623586
2.7460907742569103,4.516707265542497,1.93854276728692,2.8987827056134754,-8.294621218392429
2.9635839220587528,4.5106278165685545,4.845570861663441,1.0830345343257082,-59.80766786037688
1.6815274657817267,1.4845651165461593,4.15888334400846,1.5925812099389582,-6.518960779701224
3.2494405593951674,2.0153767781526866,1.2910854280516595,1.0748108653881947,-7.866612874062861
4.066308704981383,2.6783320668719486,3.3737442167619216,3.2667954807429864,-11.247473386372445
1.6867800825220205,3.690676233797568,3.664921460631079,2.9819110056721656,-7.651285484479527
4.946823891130324,1.179821366883259,1.8658335490476488,3.3515022101002465,-3.2491973795112346
4.3375657932329785,2.5692585395196925,3.309146511326196,1.2150694640935056,-30.350704270928773
1.4518971094070094,4.509801634032272,3.0979873607276827,2.9524280446617848,-6.870583148245701
3.3524133238444334,1.3227525166141962,4.313574219282003,3.6579669062557336,-5.229180793177371
2.3811527445029603,2.0149986567098783,1.7308496668957654,1.0404719685990838,-7.981618770319962
2.80831908546472,3.0488548999691267,3.6097704958836574,1.0453901630225069,-29.56544290615713
4.6958995325414055,3.2024362481036364,2.8744847432900165,2.823551538332942,-15.309590634263596
1.8754136133813577,3.958771337518735,4.043812140674047,4.2552401526014885,-7.055444465783032
2.6479382242407947,4.171318690184053,3.34945891990364,4.7203659766227934,-7.837547835861501
4.840118697238015,1.953268355713224,2.114297001296205,1.28847374977524,-15.51344839255576
1.7206857659790442,4.59827825557668,3.5609957285936784,2.241448308029417,-12.570123348240486
1.2945781620847887,3.942046485030412,3.1432409371189323,3.4497438231788493,-4.649870354677283
4.425467111148097,3.9297186955099934,4.193579595291419,1.3126612775443616,-55.558792319050674
4.498196372078867,4.6278033220603225,4.5617709819976815,1.2640682928318827,-75.12357462001994
2.7993161997708262,3.651532812240577,1.1647500538536009,2.438257809777852,-4.882927546431443
1.308995344894658,2.8937849289587043,1.6311905300176703,3.730345244119084,-1.6563801463043035
2.7198818192732594,2.6578116476640665,1.0081751527819076,1.209278187967434,-6.026761491701878
4.216315379285897,3.4580141104937208,1.7787734279681056,4.900387160294105,-5.292368666129581
2.527468427499904,2.2756201853730094,1.5477329282040282,2.8392947941677487,-3.1352418878149657
3.0146064009540434,4.26360159532806,4.3840563843135865,1.8462280278143912,-30.520948376026965
1.068475537330459,4.294154458406165,1.830462697446224,2.3632004325156197,-3.5538784558244187
1.4649356400716194,4.662346597359589,1.332839754311209,3.4630393849757546,-2.628715632078937
1.975948480110764,4.3716826902938895,1.8634015078515087,2.179723384155479,-7.3846396550845395
1.5958777235211818,3.485838569108968,2.6058348823934647,4.5016196103820505,-3.220215845703691
2.2139100343167275,2.395619201650673,1.85739350773096,2.451564789352069,-4.018262479231193
1.499031682645758,1.636108590434327,2.6954663101715584,1.3623228271911991,-4.8526258925384855
3.184256566785655,1.632983491222063,4.29581786732331,2.446991950336144,-9.128578753984646
2.2338022507686137,3.74917316056484,2.0272974574045084,2.882603657603416,-5.8899657026464345
4.6837881174065465,3.666968228946772,3.9303261331920782,4.630723292647463,-14.577536787541703
3.219616526265877,1.963888672037004,2.432246902845132,2.6449036085967834,-5.814586329970777
4.7776417629306565,1.4780308280646717,4.647695321991456,4.224398410948416,-7.769084669770282
2.0076758850918988,4.155683252990906,1.7909173404823011,2.0392037669870904,-7.327417839136157
4.928722535862837,3.34323088419306,1.2844623534725814,1.7442140668887842,-12.134512557789767
2.7661798815115297,4.30877227054546,1.0310652903140136,3.434412753952647,-3.5782249392240004
4.028691292971098,1.972838133570805,4.1805608058196215,2.9288678044796503,-11.344626923650733
4.821202680674252,4.414541988227715,1.9031574419994943,1.3544080870304351,-29.906543428541195
2.177959094020092,2.846420988127252,3.698016994301117,1.62726039738315,-14.088368387286904
4.5048383213874255,3.2867432635852225,1.8854432894573825,4.775840793774543,-5.845324470736344
4.782359270750168,3.9034980777225257,2.1509706878306645,1.97537370855566,-20.327379337150614
1.9447218083450648,2.8924826982064378,3.6854395607651385,2.635632142568955,-7.865616219024472
2.9868854493027475,3.5204839142713262,2.09164359793258,4.507604336665503,-4.879359634396186
2.9632721710244283,4.872462393444272,3.199862417395688,1.9917390103349484,-23.196310546061405
2.023883125070144,2.41097314762482,1.5544893551409509,4.774069948843264,-1.5888276064107614
3.780402754355696,4.374387248616088,2.962237629252757,1.142045821102459,-42.89351761006703
3.741079478427413,2.9187605590559405,3.1184342334883177,1.953997533799524,-17.426412178240682
2.3551264489686563,1.9414479244685063,4.4083992023260405,2.2007291510927818,-9.159131506511466
4.7194317330082125,4.9026678148448575,1.1694145267747733,3.6204594713517855,-7.473550454146258
3.530668893370071,1.8168904367463448,4.179008203337766,4.026122603836079,-6.658431834218768
2.1606293727908468,1.1960440664569918,1.601340223234777,2.324872476653165,-1.7799669284683357
3.9609845226059046,4.348363383659812,3.2882298426269747,3.0441599275995626,-18.60474308582305
1.6978144032828069,1.522783907191855,2.2319959418142954,2.29122504008876,-2.518570695145141
4.2938674564471295,1.8290476452386129,2.138800438594012,2.0205576022092164,-8.313285235328403
1.2299327691595758,1.744984224463917,3.848562960267168,2.5095969611652253,-3.2913001806656146
2.77817346782027,3.486713422905398,4.940597175648868,4.606772967405631,-10.388629290085449
4.494791097996457,4.901488190020097,3.780711092231524,4.3479662849202265,-19.15688077133908
4.942742735419048,3.110806484638849,1.6683346176921698,2.030523231093901,-12.63328230101962
3.6347103365119406,4.651449953949866,4.5657260651683735,4.470138629193498,-17.268197931370132
3.4037316415977115,1.769562930951512,1.0164904326148618,2.122367657136105,-2.8847222251606737
3.4649836777632106,4.127485866687781,4.507563745525788,4.580320595239068,-14.074493929631064
4.960827494454109,4.024696502017029,3.4228834138972823,2.2313736756216387,-30.62718369545877
1.863890217941452,1.5058710557301858,2.418240381141904,4.123502384675931,-1.6460435973954537
4.7437135613159285,4.457110387037137,2.381096811575776,4.348966584252047,-11.576114937011177
2.490372246172313,4.503643774703424,3.024109542117203,2.3927137480581435,-14.175391854161074
2.8360871190826376,2.244851613084212,4.66865906323985,3.948728818887736,-7.5273490830609875
3.294613137843034,1.732071402937387,2.172005202652528,4.490655179506122,-2.760078092723178
4.298852049700591,4.157706482470315,3.6522537382933575,1.9799598045342268,-32.96938862729666
4.6606657794220325,2.30972427882861,2.071274623718465,4.057631129456155,-5.495069892106873
3.5199127853025813,3.0871363170048265,3.0760349222452765,3.026828811336709,-11.043102727600264
3.1748844635869773,3.6289261978701552,4.960322439633403,3.1556271095703186,-18.1104937775996
3.1021435879747683,1.8003098345107018,4.139113611838972,3.138031903278445,-7.366465216996878
2.077441505510074,2.9674956430227457,2.96274108579394,1.070830012411076,-17.056584083633023
4.210621819487647,2.3559072054470382,4.470137876799528,3.4180619009978703,-12.973149184713328
1.7274065390686169,1.469013167973554,3.2447888337273323,3.0644816632711662,-2.6868885942706395
3.497858151691758,1.714014427072656,3.986436541381234,2.451034428195363,-9.75106632079622
1.8632868385882733,1.9857503112321564,4.712234407716304,1.4760283436648691,-11.812356469974963
1.812941997911163,1.7181482899436975,2.4646560023853747,1.7805878832830566,-4.311589966848569
3.1560100385028487,2.494630597241156,3.221975159571311,1.4723926045409217,-17.228329969101036
4.983789398971308,4.217743646960417,2.9409454453074546,1.007456988259726,-61.36211448165803
4.721143949884535,4.531012561479004,1.1571603451223074,2.8307871756627083,-8.744376160106942
2.1034338178233005,1.1860598396024638,1.332572227451673,3.450032308056717,-0.9636138832558172
1.4606956721688586,1.7020974419172568,2.959653426378652,2.9848384451683407,-2.4652682931226284
2.332835378711252,4.3608934520682725,3.3607295969478286,3.4075768393500745,-10.033385104666188
3.4159198426874755,3.1159635508462165,3.4381892060625314,4.836317908108977,-7.566847329720352
2.61186441300852,1.4015034468771637,1.829753044083748,1.0108199250711776,-6.626183864832635
4.238192166056267,4.4677510387165,4.2510503777989,3.769949097562878,-21.351597512101897
3.530305115628482,1.6045714471668853,4.8329808262024505,4.39927109610301,-6.223083792180277
2.924088243228665,3.9615399635910737,2.87397376822766,4.017026214085439,-8.287673819149381
1.5017091635666833,1.0436995294493183,1.68175285184244,3.128040744939031,-0.8426574988402432
4.752506985055335,1.0146787689156311,2.654768266323141,4.677131906598987,-2.737148352052703
1.6568508557138926,4.562055199337088,2.657998120152754,2.8510499433146035,-7.046830031762142
2.538724740951707,1.9975452200822936,1.712428498605986,4.433146712806568,-1.9589014041774684
1.4586031194882012,3.2079172268697564,1.0432084377280044,2.073205190198418,-2.354447958572465
3.7403918394576783,2.271305976280705,1.503349652033099,3.557179799298249,-3.5904338398252733
3.465080277223108,2.908269042076648,3.469535798249207,2.43366056333219,-14.366773641612498
2.2328518818215044,3.9193525742728967,3.0235706991126663,2.811885734455716,-9.410153493749217
1.9603500788443369,1.2722204688091128,4.748789122041627,2.673607540852151,-4.429770637627279
1.5106488165002352,4.874091645422847,4.226413309474348,1.0038574239727378,-30.999674644380917
3.977588808533042,2.2343816387798463,3.217505717519804,3.199843365519024,-8.936507956331157
4.258138737187629,4.980471768063926,3.1700669219931163,4.743876865141441,-14.171809728048954
2.7041845591779907,1.0379191422547995,1.648967010575682,3.2000663100810782,-1.4462815296131952
1.0320237600208118,2.6442352432932443,3.5142158308452185,2.710445975436942,-3.538159939206082
2.997294123896526,1.7819958546953778,1.2469290824762504,3.481493590065721,-1.9129878250398773
4.217773500487533,4.964982994782703,4.900352121642634,2.9890352683460564,-34.3318548581459
3.1726923366170414,1.984158939467168,4.3747508547883065,3.344177891523401,-8.235090398466811
2.807136012019356,3.2141868552939674,2.3387817795986883,2.0437456423477345,-10.325175307762205
4.076047140411036,4.463448135447582,3.8284463043479167,3.827601091721093,-18.197242445146404
3.9993179700122834,2.9141589428310537,2.58904252842378,1.6161009536479465,-18.671098390727987
1.283827707071968,3.102093549615933,1.6464621564406707,4.343059737581908,-1.509793616746902
4.482035588428854,3.73038515842384,1.9692323231152589,2.6604667848042327,-12.37565202929015
3.688239668381444,3.1760516526117577,3.181131051394464,2.5020271561931366,-14.893481597745694
1.87364268099597,3.10932645435127,4.202858023707597,1.5728062711113182,-15.567632833185137
1.4622456908510562,3.2480640154635125,3.2201499953289936,1.1230518614330975,-13.618247409650824
2.8824298724385686,2.19102812562924,2.7419209719578777,1.5017908705895502,-11.53060715122218
4.225427777470676,2.664476603943184,1.1205988833967542,4.920093755907557,-2.564244312392628
4.61941579965764,2.3310209445434307,2.0541186123078816,1.8190801413206883,-12.159253591761212
4.442150973566085,1.5002527257642668,3.0270707386438187,4.676051977365399,-4.314206999748127
1.8613705415776192,1.0024003094829248,2.585924075979224,1.079766128684042,-4.468482878114262
4.451600428229122,4.298586669412022,2.254238818287687,4.584487617285652,-9.409162805575468
1.2474810979288111,4.391987924950134,2.791618498544712,1.2222644510282934,-12.513707461160656
4.300864818040622,4.067243460658074,2.3432618536568808,4.296437290720558,-9.540437859159589
3.50248377006215,1.0161046692066176,2.3656390654415147,4.008769873615821,-2.100157840275401
